Date,Price,NAV
27.12.2004,10315.63,702146216.56
28.12.2004,10336.43,706461605.58
29.12.2004,10333.98,702071292.43
30.12.2004,10339.63,709184032.82
31.12.2004,10397.12,723430395.5
11.01.2005,10287.79,708472116.09
12.01.2005,10314.36,714601073.24
13.01.2005,10392.62,735874175.44
14.01.2005,10405.93,738728966.28
17.01.2005,10422.47,745603006.36
18.01.2005,10420.11,745082889.71
19.01.2005,10424.64,744232184.28
20.01.2005,10428.58,746971575.44
21.01.2005,10433.79,750848219.37
24.01.2005,10444.61,757028990.2
25.01.2005,10465.45,764750399.74
26.01.2005,10467.27,774536113.02
27.01.2005,10471.96,777359530.53
28.01.2005,10474.96,777502160.1
31.01.2005,10505.06,779620938.22
01.02.2005,10506.46,784021377.79
02.02.2005,10513.78,784535611.51
03.02.2005,10532.25,784725242.08
04.02.2005,10549.13,786201561.3
07.02.2005,10541.3,783805388.26
08.02.2005,10545.18,795115273.35
09.02.2005,10557.24,808480526.28
10.02.2005,10581.0,811097292.41
11.02.2005,10591.95,811892831.55
14.02.2005,10584.43,807865337.16
15.02.2005,10607.69,816495384.26
16.02.2005,10611.12,817281744.04
17.02.2005,10618.31,820403680.17
18.02.2005,10619.35,819921076.37
21.02.2005,10644.5,818411174.99
22.02.2005,10650.78,827515035.48
24.02.2005,10636.38,823050068.26
25.02.2005,10636.18,832346006.45
28.02.2005,10656.23,840690792.89
01.03.2005,10658.67,853810187.91
02.03.2005,10661.72,859601515.19
03.03.2005,10701.44,871534978.23
04.03.2005,10686.11,884463204.96
05.03.2005,10690.01,913709913.29
09.03.2005,10700.83,945002283.16
10.03.2005,10722.76,949367790.84
11.03.2005,10692.73,951487963.92
14.03.2005,10716.07,947078639.0
15.03.2005,10709.33,962482915.97
16.03.2005,10680.52,1010600783.36
17.03.2005,10688.69,1011163538.32
18.03.2005,10671.09,1032986965.02
21.03.2005,10681.28,1021911151.2
22.03.2005,10714.16,1024622363.08
23.03.2005,10716.8,1076750481.24
24.03.2005,10714.5,1073021313.01
25.03.2005,10719.02,1069795114.03
28.03.2005,10710.98,1041806102.89
29.03.2005,10715.08,1043175192.44
30.03.2005,10713.73,1027430396.77
31.03.2005,10731.28,1027475833.8
01.04.2005,10737.71,1026506518.43
04.04.2005,10746.17,1033056013.53
05.04.2005,10720.73,1007092720.47
06.04.2005,10725.11,1007525777.5
07.04.2005,10731.62,1003569602.48
08.04.2005,10735.85,995822617.75
11.04.2005,10744.06,994997973.96
12.04.2005,10724.2,997142976.47
13.04.2005,10731.73,999175832.8
14.04.2005,10705.48,1021890758.3
15.04.2005,10688.97,1028428874.35
18.04.2005,10738.29,1073626983.11
19.04.2005,10723.42,1081859366.91
20.04.2005,10746.93,1119923008.8
21.04.2005,10737.97,1116161782.46
22.04.2005,10742.06,1141745220.04
25.04.2005,10760.6,1131483884.69
26.04.2005,10786.47,1150855519.85
27.04.2005,10783.82,1148024501.02
28.04.2005,10848.34,1154323797.64
29.04.2005,10866.25,1159440700.23
03.05.2005,10867.0,1172484467.66
04.05.2005,10872.43,1175610683.14
05.05.2005,10873.78,1182908863.5
06.05.2005,10877.93,1157338682.83
11.05.2005,10884.22,1152746090.95
12.05.2005,10890.4,1155952712.39
13.05.2005,10891.14,1156075487.38
14.05.2005,10897.05,1170855493.04
16.05.2005,10839.5,1162853411.42
17.05.2005,10842.32,1170183550.3
18.05.2005,10867.94,1193898622.8
19.05.2005,10908.65,1201456133.84
20.05.2005,10890.35,1199100860.94
23.05.2005,10878.3,1175826860.34
24.05.2005,10883.61,1178948692.34
25.05.2005,10905.56,1180675161.45
26.05.2005,10909.26,1169780806.23
27.05.2005,10915.19,1165992907.64
30.05.2005,10917.49,1166821530.85
31.05.2005,10925.9,1174774881.39
01.06.2005,10890.37,1180953045.92
02.06.2005,10907.29,1186666973.78
03.06.2005,10941.29,1194793936.7
06.06.2005,10947.32,1182678906.73
07.06.2005,10952.15,1189561512.08
08.06.2005,10951.68,1189780585.04
09.06.2005,10969.44,1204281081.6
10.06.2005,10970.57,1210342389.54
14.06.2005,10964.36,1223419831.74
15.06.2005,10973.09,1231580939.53
16.06.2005,10974.29,1233456328.09
17.06.2005,10965.53,1228273101.65
20.06.2005,10998.68,1220059239.01
21.06.2005,11022.1,1228351812.13
22.06.2005,11028.18,1228008704.27
23.06.2005,11037.45,1219468562.43
24.06.2005,11031.31,1231468298.33
27.06.2005,11033.33,1233285916.71
28.06.2005,11044.43,1235607986.65
29.06.2005,11044.83,1248356050.13
30.06.2005,11054.33,1251094892.38
01.07.2005,11054.34,1270343443.48
04.07.2005,11045.41,1264082076.54
05.07.2005,11025.26,1298872096.19
06.07.2005,11071.56,1322916895.09
07.07.2005,11060.0,1336944864.57
08.07.2005,11064.41,1397694720.7
11.07.2005,11100.46,1403827872.98
12.07.2005,11141.94,1420805762.29
13.07.2005,11140.15,1465748343.55
14.07.2005,11147.11,1477638698.9
15.07.2005,11149.52,1510278127.32
18.07.2005,11140.33,1536717689.5
19.07.2005,11161.58,1580126649.3
20.07.2005,11141.11,1580341576.58
21.07.2005,11173.43,1605359854.83
22.07.2005,11190.16,1616745710.94
25.07.2005,11198.43,1617161360.0
26.07.2005,11188.94,1641246908.2
27.07.2005,11217.94,1642303002.11
28.07.2005,11232.45,1674279268.09
29.07.2005,11226.0,1702285212.42
01.08.2005,11247.09,1722823630.38
02.08.2005,11236.93,1729283013.09
03.08.2005,11274.64,1767824828.83
04.08.2005,11250.54,1768915091.22
05.08.2005,11295.22,1787727887.22
08.08.2005,11296.39,1789596818.55
09.08.2005,11309.59,1802902203.79
10.08.2005,11297.27,1824483953.99
11.08.2005,11327.81,1843907954.56
12.08.2005,11362.77,1853905553.25
15.08.2005,11372.13,1857310660.57
16.08.2005,11387.48,1884822649.03
17.08.2005,11366.11,1913648002.32
18.08.2005,11412.33,1930816091.71
19.08.2005,11407.87,1898166463.51
22.08.2005,11431.65,1849314511.99
23.08.2005,11466.66,1873789302.26
24.08.2005,11461.95,1864939256.5
25.08.2005,11472.13,1862837545.76
26.08.2005,11497.63,1920673058.08
29.08.2005,11497.76,1925254801.25
30.08.2005,11509.04,1964019559.44
31.08.2005,11514.14,1967665334.73
01.09.2005,11517.79,1984533272.02
02.09.2005,11530.27,1987826835.17
05.09.2005,11555.37,1999300389.82
06.09.2005,11561.22,2008715938.37
07.09.2005,11544.16,2015853353.29
08.09.2005,11545.13,2022968350.24
09.09.2005,11547.32,2062668894.9
12.09.2005,11560.62,2106392879.37
13.09.2005,11592.81,2113829747.29
14.09.2005,11588.79,2099736916.05
15.09.2005,11605.03,2117696122.93
16.09.2005,11603.72,2130064981.47
19.09.2005,11613.83,2142446640.94
20.09.2005,11623.46,2173011972.9
21.09.2005,11606.16,2168786759.38
22.09.2005,11653.77,2166667737.97
23.09.2005,11644.04,2179525801.56
26.09.2005,11646.67,2167097949.41
27.09.2005,11650.77,2183831509.3
28.09.2005,11653.39,2207960810.25
29.09.2005,11664.39,2226326858.98
30.09.2005,11662.21,2225251385.84
03.10.2005,11672.35,2208014542.52
04.10.2005,11674.66,2239152287.43
05.10.2005,11678.38,2244087104.4
06.10.2005,11684.35,2246741993.55
07.10.2005,11677.82,2254932898.85
10.10.2005,11688.98,2262338202.64
11.10.2005,11694.19,2319339905.5
12.10.2005,11696.48,2363295687.41
13.10.2005,11692.53,2371371908.71
14.10.2005,11686.13,2381118704.0
17.10.2005,11685.24,2377015699.13
18.10.2005,11693.98,2384330258.75
19.10.2005,11690.53,2450871189.83
20.10.2005,11691.53,2463488313.38
21.10.2005,11692.47,2478003088.0
24.10.2005,11698.02,2504621668.76
25.10.2005,11694.67,2513589111.67
26.10.2005,11689.39,2528810754.97
27.10.2005,11691.41,2537602397.76
28.10.2005,11694.98,2538393886.52
31.10.2005,11698.73,2555246946.32
01.11.2005,11704.3,2566304161.51
02.11.2005,11704.59,2563534317.27
03.11.2005,11705.07,2548792725.01
07.11.2005,11709.13,2491916130.65
08.11.2005,11718.05,2493240899.08
09.11.2005,11722.39,2493842576.88
10.11.2005,11726.2,2497659947.88
11.11.2005,11726.65,2486198190.82
14.11.2005,11740.02,2473561734.31
15.11.2005,11730.11,2474775277.22
16.11.2005,11738.46,2487514068.84
17.11.2005,11735.92,2481742942.04
18.11.2005,11737.28,2515028872.0
21.11.2005,11742.15,2521281277.75
22.11.2005,11747.37,2535631521.83
23.11.2005,11753.75,2550319634.29
24.11.2005,11755.25,2555107651.92
25.11.2005,11759.25,2550947261.16
28.11.2005,11768.26,2538226131.38
29.11.2005,11771.62,2532131744.07
30.11.2005,11772.49,2531332526.97
01.12.2005,11783.09,2526140985.23
02.12.2005,11779.02,2520938062.0
05.12.2005,11788.55,2492907197.69
06.12.2005,11790.31,2494870513.51
07.12.2005,11790.29,2490070970.71
08.12.2005,11792.14,2488611423.61
09.12.2005,11792.56,2493792835.0
12.12.2005,11815.59,2481189289.0
13.12.2005,11814.91,2497343357.65
14.12.2005,11799.06,2489032634.12
15.12.2005,11805.63,2489816148.49
16.12.2005,11802.94,2474178043.42
19.12.2005,11798.52,2445986179.52
20.12.2005,11787.62,2456059478.9
21.12.2005,11795.66,2457289432.38
22.12.2005,11794.56,2458891660.36
23.12.2005,11785.99,2487446333.72
26.12.2005,11807.39,2482384658.86
27.12.2005,11818.46,2563261522.93
28.12.2005,11817.05,2574016899.9
29.12.2005,11812.83,2586656252.24
30.12.2005,11821.31,2584952941.9
10.01.2006,11863.4,2624383595.61
11.01.2006,11866.27,2625017781.91
12.01.2006,11887.31,2581506749.1
13.01.2006,11893.42,2566157399.62
16.01.2006,11896.79,2422245150.2
17.01.2006,11901.4,2445231612.27
18.01.2006,11910.2,2466031771.35
19.01.2006,11939.07,2459194864.53
20.01.2006,11943.89,2486784160.08
23.01.2006,11955.83,2531307866.25
24.01.2006,11960.84,2566328698.96
25.01.2006,11961.28,2544866685.72
26.01.2006,11970.06,2557265148.26
27.01.2006,11972.75,2571654075.41
30.01.2006,11972.65,2531494897.09
31.01.2006,11977.76,2539697507.73
01.02.2006,11967.2,2558166420.67
02.02.2006,11986.41,2570864077.71
03.02.2006,11993.02,2577714874.61
06.02.2006,12003.49,2571822765.82
07.02.2006,12019.35,2587686332.65
08.02.2006,12018.07,2666489754.24
09.02.2006,12019.65,2673504717.13
10.02.2006,12023.86,2700832215.0
13.02.2006,12031.06,2786714520.49
14.02.2006,12030.79,2795656115.5
15.02.2006,12035.25,2769168655.13
16.02.2006,12036.53,2854305070.03
17.02.2006,12034.47,2854956398.27
20.02.2006,12039.31,2837454815.44
21.02.2006,12038.24,2851606542.17
22.02.2006,12039.36,2846171600.17
26.02.2006,12047.54,2835621353.66
27.02.2006,12035.59,2851604594.79
28.02.2006,12048.2,2867083577.28
01.03.2006,12049.71,2873204833.15
02.03.2006,12065.62,2873434190.26
03.03.2006,12061.28,2868681098.66
06.03.2006,12067.5,2909159114.98
07.03.2006,12050.36,2969939324.36
09.03.2006,12051.47,2992932490.35
10.03.2006,12053.97,3009210977.0
13.03.2006,12061.23,3019283046.0
14.03.2006,12063.14,3155272382.0
15.03.2006,12065.49,3175574876.0
16.03.2006,12068.18,3176513419.41
17.03.2006,12074.57,3155017282.53
20.03.2006,12082.28,3091287541.43
21.03.2006,12088.08,3138536001.61
22.03.2006,12090.94,3099363518.58
23.03.2006,12092.37,3072501297.04
24.03.2006,12095.1,3057571229.0
27.03.2006,12097.72,3174249342.0
28.03.2006,12103.14,3157275716.0
29.03.2006,12103.06,3147120218.0
30.03.2006,12107.78,3137816290.0
31.03.2006,12110.02,3132624562.0
03.04.2006,12114.37,3112144516.0
04.04.2006,12105.75,3130224214.0
05.04.2006,12109.03,3119524373.0
06.04.2006,12127.9,3108381807.0
07.04.2006,12127.05,3072325922.0
10.04.2006,12140.71,3034418598.0
11.04.2006,12133.93,3031757717.0
12.04.2006,12122.15,3029662748.0
13.04.2006,12108.49,3007523935.0
14.04.2006,12139.89,2995984044.65
17.04.2006,12132.39,2940684292.41
18.04.2006,12147.75,2960837000.79
19.04.2006,12149.7,2917780169.07
20.04.2006,12137.82,2934263223.72
21.04.2006,12137.84,2881650442.0
24.04.2006,12144.76,2865453167.0
25.04.2006,12157.05,2958995668.0
26.04.2006,12156.07,2977636330.0
27.04.2006,12146.99,2975259187.0
28.04.2006,12146.48,2968839886.34
02.05.2006,12156.96,2955474366.47
03.05.2006,12163.61,2978582985.73
04.05.2006,12164.9,2985542930.41
05.05.2006,12167.25,2984296980.08
06.05.2006,12172.77,2969433853.85
10.05.2006,12176.17,2935733915.78
11.05.2006,12185.48,2947744924.5
12.05.2006,12195.33,2973230569.08
15.05.2006,12214.36,3096659141.76
16.05.2006,12218.96,3140808413.02
17.05.2006,12214.66,3193728941.27
18.05.2006,12212.96,3182235851.49
19.05.2006,12217.18,3306762350.15
22.05.2006,12223.32,3232283760.28
23.05.2006,12224.35,3289673169.29
24.05.2006,12223.03,3314674740.18
25.05.2006,12222.42,3234937088.07
26.05.2006,12218.11,3284664464.25
29.05.2006,12226.46,3124842738.65
30.05.2006,12233.47,3111985418.49
31.05.2006,12231.38,2978996548.01
01.06.2006,12233.6,2963992672.89
02.06.2006,12233.83,2968788456.0
05.06.2006,12245.98,2941300061.0
06.06.2006,12256.86,2936573055.0
07.06.2006,12251.53,2915385550.0
08.06.2006,12249.32,2914293551.0
09.06.2006,12251.46,2949693370.0
13.06.2006,12260.64,2914255400.53
14.06.2006,12258.62,2982898744.07
15.06.2006,12253.77,2991126098.96
16.06.2006,12256.52,2946093088.95
19.06.2006,12263.81,2964007007.5
20.06.2006,12264.1,2974337087.47
21.06.2006,12264.67,3008545131.2
22.06.2006,12267.91,3006641470.76
23.06.2006,12264.22,3039520192.96
26.06.2006,12264.85,3023845541.8
27.06.2006,12252.11,3033333218.22
28.06.2006,12254.14,3032816581.84
29.06.2006,12246.87,3029693202.16
30.06.2006,12264.76,2999861596.84
03.07.2006,12270.79,2866818672.33
04.07.2006,12272.32,2846446505.55
05.07.2006,12268.27,2820791469.52
06.07.2006,12271.9,2746784368.14
07.07.2006,12267.1,2702670364.65
10.07.2006,12276.36,2781514701.05
11.07.2006,12282.92,2787934290.82
12.07.2006,12288.46,2794469286.77
13.07.2006,12296.34,2805615528.84
14.07.2006,12294.18,2794318732.33
17.07.2006,12300.94,2736283695.4
18.07.2006,12304.79,2739561978.04
19.07.2006,12307.52,2789149677.95
20.07.2006,12312.39,2825971819.96
21.07.2006,12312.66,2835196451.31
24.07.2006,12326.29,2823634697.54
25.07.2006,12333.02,2839880500.64
26.07.2006,12341.51,2871601668.5
27.07.2006,12343.39,2865090997.89
28.07.2006,12345.93,2860426848.25
31.07.2006,12354.51,2937341385.16
01.08.2006,12361.59,2930709336.34
02.08.2006,12368.52,2943875247.79
03.08.2006,12377.66,2944330432.3
04.08.2006,12385.68,2942537964.37
07.08.2006,12391.15,2923472499.53
08.08.2006,12392.75,2928768663.42
09.08.2006,12394.9,2926848025.59
10.08.2006,12398.8,2924788672.03
11.08.2006,12404.61,2910750579.11
14.08.2006,12416.45,2898900899.76
15.08.2006,12424.12,2917104302.82
16.08.2006,12438.33,2910522163.97
17.08.2006,12445.02,2901114728.68
18.08.2006,12448.48,2892061609.25
21.08.2006,12461.79,2804939732.43
22.08.2006,12457.96,2810416653.2
23.08.2006,12463.33,2817194947.11
24.08.2006,12465.43,2824279898.54
25.08.2006,12470.66,2828815814.0
28.08.2006,12476.1,2832734303.25
29.08.2006,12475.01,2842761884.61
30.08.2006,12477.14,2839707766.09
31.08.2006,12489.9,2837124626.81
01.09.2006,12492.41,2818746177.31
04.09.2006,12507.78,2904360033.68
05.09.2006,12515.72,2906845345.92
06.09.2006,12527.53,2908488783.11
07.09.2006,12514.11,2901154591.37
08.09.2006,12516.4,2900104964.32
11.09.2006,12519.91,2916094233.19
12.09.2006,12518.43,2928657207.29
13.09.2006,12524.62,2981612164.75
14.09.2006,12531.79,2989957178.16
15.09.2006,12536.82,3022174122.45
18.09.2006,12555.19,2926333354.81
19.09.2006,12557.52,2927216935.61
20.09.2006,12560.1,2914464985.17
21.09.2006,12565.44,2899851675.89
22.09.2006,12567.92,2898574567.66
25.09.2006,12577.01,2877616786.44
26.09.2006,12578.2,2891309821.92
27.09.2006,12581.83,2949657060.19
28.09.2006,12584.61,2968591802.85
29.09.2006,12588.26,2980470231.72
02.10.2006,12596.74,2873473361.83
03.10.2006,12602.95,2873933984.22
04.10.2006,12603.65,2877698327.26
05.10.2006,12605.06,2872300629.94
06.10.2006,12608.43,2880998487.05
09.10.2006,12611.65,2888531658.63
10.10.2006,12612.22,2897342920.02
11.10.2006,12613.53,2911633043.7
12.10.2006,12616.54,2897814770.37
13.10.2006,12621.21,2897572678.59
16.10.2006,12629.32,2888935947.79
17.10.2006,12633.24,2895106550.49
18.10.2006,12637.58,2889572954.89
19.10.2006,12637.33,2885856273.5
20.10.2006,12643.24,2846712128.43
23.10.2006,12649.19,2838709464.46
24.10.2006,12650.25,2837479643.13
25.10.2006,12650.68,2852169849.24
26.10.2006,12656.61,2851477524.26
27.10.2006,12657.31,2882901452.45
30.10.2006,12664.89,2874097911.95
31.10.2006,12667.46,2890137661.68
01.11.2006,12670.78,2900677821.14
02.11.2006,12673.11,2872272952.7
03.11.2006,12675.53,2874557496.98
07.11.2006,12684.69,2859331123.3
08.11.2006,12681.85,2871215994.38
09.11.2006,12675.83,2889486066.2
10.11.2006,12674.71,2885182086.29
13.11.2006,12681.27,2816808107.51
14.11.2006,12682.38,2820181940.3
15.11.2006,12674.22,2827779251.69
16.11.2006,12671.52,2827283473.99
17.11.2006,12674.11,2931785315.05
20.11.2006,12680.51,2912642612.0
21.11.2006,12677.64,2915142598.6
22.11.2006,12678.47,2924634795.32
23.11.2006,12684.55,2940635916.35
24.11.2006,12685.84,2932934297.61
27.11.2006,12693.12,2905696733.0
28.11.2006,12692.35,2906012576.0
29.11.2006,12691.38,2894418472.12
30.11.2006,12700.91,2886595855.0
01.12.2006,12706.38,2950711979.92
04.12.2006,12718.37,2855010569.09
05.12.2006,12719.61,2853407634.97
06.12.2006,12721.23,2858563175.84
07.12.2006,12722.65,2865907770.09
08.12.2006,12724.29,2831106914.61
11.12.2006,12732.45,2832739778.0
12.12.2006,12731.05,2837159107.84
