time,close
2021-06-22,39737.62
2021-06-23,39764.91
2021-06-24,39805.12
2021-06-25,39762.18
2021-06-28,39773.57
2021-06-29,39738.08
2021-06-30,39734.28
2021-07-01,39716.7
2021-07-02,39750.1
2021-07-05,39772.79
2021-07-06,39761.69
2021-07-07,39748.12
2021-07-08,39711.42
2021-07-09,39714.61
2021-07-12,39699.98
2021-07-13,39693.74
2021-07-14,39670.42
2021-07-15,39695.74
2021-07-16,39689.69
2021-07-19,39682.68
2021-07-20,39695.38
2021-07-21,39737.61
2021-07-22,39870.6
2021-07-23,39903.0
2021-07-26,39962.6
2021-07-27,40008.9
2021-07-28,39997.6
2021-07-29,40064.12
2021-07-30,40098.68
2021-08-02,40112.37
2021-08-03,40119.47
2021-08-04,40101.1
2021-08-05,40169.54
2021-08-06,40172.69
2021-08-09,40171.32
2021-08-10,40177.4
2021-08-11,40155.29
2021-08-12,40147.6
2021-08-13,40174.66
2021-08-16,40214.32
2021-08-17,40240.9
2021-08-18,40252.11
2021-08-19,40206.77
2021-08-20,40213.89
2021-08-23,40218.32
2021-08-24,40215.33
2021-08-25,40230.88
2021-08-26,40206.55
2021-08-27,40224.76
2021-08-30,40256.34
2021-08-31,40259.89
2021-09-01,40294.2
2021-09-02,40245.77
2021-09-03,40276.14
2021-09-06,40278.99
2021-09-07,40265.66
2021-09-08,40275.56
2021-09-09,40276.12
2021-09-10,40312.58
2021-09-13,40318.71
2021-09-14,40320.99
2021-09-15,40297.65
2021-09-16,40308.52
2021-09-17,40290.18
2021-09-20,40297.69
2021-09-21,40275.63
2021-09-22,40308.62
2021-09-23,40247.23
2021-09-24,40186.26
2021-09-27,40138.94
2021-09-28,40137.76
2021-09-29,40174.36
2021-09-30,40142.69
2021-10-01,40124.44
2021-10-04,40084.91
2021-10-05,39966.58
2021-10-06,39882.58
2021-10-07,39936.08
2021-10-08,40043.56
2021-10-11,40025.47
2021-10-12,39992.28
2021-10-13,40004.03
2021-10-14,40026.88
2021-10-15,40068.42
2021-10-18,40016.7
2021-10-19,40000.07
2021-10-20,39986.86
2021-10-21,39927.75
2021-10-22,39800.16
2021-10-25,39729.82
2021-10-26,39634.59
2021-10-27,39581.17
2021-10-28,39455.99
2021-10-29,39441.76
2021-11-01,39406.83
2021-11-02,39333.37
2021-11-03,39419.13
2021-11-08,39493.3
2021-11-09,39565.49
2021-11-10,39567.83
2021-11-11,39591.7
2021-11-12,39578.6
2021-11-15,39507.84
2021-11-16,39480.0
2021-11-17,39431.67
2021-11-18,39383.61
2021-11-19,39301.25
2021-11-22,38989.75
2021-11-23,38862.98
2021-11-24,38942.02
2021-11-25,39040.68
2021-11-26,38919.24
2021-11-29,39049.61
2021-11-30,38933.83
2021-12-01,38944.96
2021-12-02,38864.91
2021-12-03,39051.84
2021-12-06,38915.67
2021-12-07,38816.05
2021-12-08,38798.05
2021-12-09,38847.58
2021-12-10,38831.05
2021-12-13,38795.34
2021-12-14,38609.84
2021-12-15,38581.8
2021-12-16,38654.83
2021-12-17,38748.19
2021-12-20,38954.91
2021-12-21,39026.95
2021-12-22,39115.31
2021-12-23,39173.58
2021-12-24,39221.35
2021-12-27,39383.87
2021-12-28,39427.01
2021-12-29,39503.56
2021-12-30,39455.32
2022-01-10,39719.79
2022-01-11,39631.67
2022-01-12,39570.7
2022-01-13,39350.48
2022-01-14,38961.38
2022-01-17,38896.02
2022-01-18,38537.78
2022-01-19,38641.88
2022-01-20,38797.03
2022-01-21,38734.88
2022-01-24,38388.34
2022-01-25,38256.95
2022-01-26,38163.0
2022-01-27,38266.86
2022-01-28,38473.17
2022-01-31,38531.43
2022-02-01,38633.77
2022-02-02,38659.68
2022-02-03,38626.43
2022-02-04,38616.81
2022-02-07,38553.92
2022-02-08,38452.18
2022-02-09,38406.38
2022-02-10,38451.9
2022-02-11,38192.51
2022-02-14,37942.43
2022-02-15,38014.02
2022-02-16,38150.29
2022-02-17,38100.27
2022-02-18,37922.94
2022-02-21,37407.65
2022-02-22,35436.66
2022-02-24,30966.82
2022-02-25,32256.88
2022-04-01,32844.18
2022-04-04,32985.85
2022-04-05,32819.41
2022-04-06,32636.11
2022-04-07,32419.53
2022-04-08,33105.73
2022-04-11,33987.61
2022-04-12,33992.1
2022-04-13,33914.2
2022-04-14,34242.44
2022-04-15,34116.23
2022-04-18,34276.76
2022-04-19,34587.71
2022-04-20,34856.05
2022-04-21,35591.07
2022-04-22,35740.6
2022-04-25,35342.41
2022-04-26,35460.89
2022-04-27,35660.69
2022-04-28,35988.97
2022-04-29,36042.76
2022-05-04,35931.45
2022-05-05,35947.34
2022-05-06,35746.75
2022-05-11,35677.38
2022-05-12,35578.78
2022-05-13,35589.29
2022-05-16,35705.39
2022-05-17,35686.5
2022-05-18,35458.63
2022-05-19,35627.15
2022-05-20,35701.36
2022-05-23,35632.11
2022-05-24,35712.71
2022-05-25,36380.96
2022-05-26,37172.1
2022-05-27,37020.06
2022-05-30,37138.99
2022-05-31,37505.23
2022-06-01,37748.16
2022-06-02,38169.45
2022-06-03,38457.54
2022-06-06,38549.42
2022-06-07,38798.08
2022-06-08,39129.19
2022-06-09,39405.54
2022-06-10,39690.17
2022-06-14,39517.18
2022-06-15,39603.99
2022-06-16,39630.23
2022-06-17,39708.27
2022-06-20,39706.05
2022-06-21,39775.81
2022-06-22,39777.99
2022-06-23,39891.8
2022-06-24,39987.26
2022-06-27,40076.96
2022-06-28,40082.54
2022-06-29,40056.61
2022-06-30,39968.97
2022-07-01,39969.86
2022-07-04,39947.7
2022-07-05,39883.67
2022-07-06,39774.29
2022-07-07,39798.16
2022-07-08,39778.42
2022-07-11,39816.54
2022-07-12,39881.77
2022-07-13,39888.95
2022-07-14,39868.86
2022-07-15,39872.71
2022-07-18,39952.85
2022-07-19,39953.17
2022-07-20,39947.8
2022-07-21,40055.77
2022-07-22,40325.91
2022-07-25,40528.15
2022-07-26,40516.72
2022-07-27,40536.49
2022-07-28,40583.94
2022-07-29,40601.54
2022-08-01,40673.9
2022-08-02,40644.01
2022-08-03,40623.27
2022-08-04,40573.12
2022-08-05,40577.8
2022-08-08,40908.31
2022-08-09,40743.31
2022-08-10,40767.18
2022-08-11,40799.17
2022-08-12,40866.25
2022-08-15,40877.83
2022-08-16,40888.82
2022-08-17,40895.29
2022-08-18,40951.24
2022-08-19,41002.61
2022-08-22,41000.16
2022-08-23,40977.34
2022-08-24,40922.32
2022-08-25,41036.01
2022-08-26,41016.09
2022-08-29,41017.08
2022-08-30,41112.31
2022-08-31,41058.17
2022-09-01,41112.18
2022-09-02,41183.23
2022-09-05,41211.57
2022-09-06,41226.47
2022-09-07,41347.73
2022-09-08,41443.4
2022-09-09,41538.7
2022-09-12,41648.81
2022-09-13,41730.14
2022-09-14,41717.12
2022-09-15,41840.32
2022-09-16,42009.37
2022-09-19,41940.84
2022-09-20,41755.96
2022-09-21,40592.56
2022-09-22,41004.48
2022-09-23,40488.77
2022-09-26,39204.73
2022-09-27,39596.23
2022-09-28,40082.75
2022-09-29,39959.74
2022-09-30,39910.59
2022-10-03,40311.68
2022-10-04,40491.2
2022-10-05,40608.96
2022-10-06,40864.43
2022-10-07,40727.21
2022-10-10,40647.73
2022-10-11,40909.89
2022-10-12,40930.5
2022-10-13,40932.51
